nroEj;ClaseImagen;ClaseInferida;Tiempo;Confianza;Correcto;;Metricas
5328 ;  1 ;  1 ; N/A ; 0.59;SI;;
5329 ; 29 ; 29 ; N/A ; 1.00;SI;;
5330 ; 20 ; 20 ; N/A ; 0.99;SI;;
5331 ;  8 ;  8 ; N/A ; 0.99;SI;;
5332 ;  8 ;  8 ; N/A ; 0.99;SI;;
5333 ; 18 ; 18 ; N/A ; 0.68;SI;;
5334 ; 21 ; 18 ; N/A ; 0.53;NO;;
5335 ; 22 ; 22 ; N/A ; 1.00;SI;;
5336 ; 24 ; 24 ; N/A ; 0.76;SI;;
5337 ; 30 ; 30 ; N/A ; 0.99;SI;;
5338 ;  8 ;  8 ; N/A ; 0.73;SI;;
5339 ;  6 ; 16 ; N/A ; 0.76;NO;;
5340 ; 11 ; 11 ; N/A ; 0.65;SI;;
5341 ; 18 ; 18 ; N/A ; 0.70;SI;;
5342 ; 29 ; 29 ; N/A ; 1.00;SI;;
5343 ;  1 ;  1 ; N/A ; 0.37;SI;;
5344 ; 13 ; 13 ; N/A ; 0.83;SI;;
5345 ; 15 ; 15 ; N/A ; 1.00;SI;;
5346 ; 16 ; 16 ; N/A ; 1.00;SI;;
5347 ;  4 ;  4 ; N/A ; 1.00;SI;;
5348 ;  3 ;  3 ; N/A ; 1.00;SI;;
5349 ; 27 ; 27 ; N/A ; 0.93;SI;;
5350 ; 22 ; 32 ; N/A ; 0.76;NO;;
5351 ; 10 ; 10 ; N/A ; 0.99;SI;;
5352 ; 21 ; 18 ; N/A ; 0.44;NO;;
5353 ; 20 ; 20 ; N/A ; 1.00;SI;;
5354 ; 10 ; 10 ; N/A ; 1.00;SI;;
5355 ;  1 ;  1 ; N/A ; 0.59;SI;;
5356 ; 16 ; 16 ; N/A ; 0.62;SI;;
5357 ; 19 ; 19 ; N/A ; 1.00;SI;;
5358 ;  3 ;  3 ; N/A ; 1.00;SI;;
5359 ;  1 ;  1 ; N/A ; 0.52;SI;;
5360 ;  1 ;  1 ; N/A ; 0.62;SI;;
5361 ; 23 ; 23 ; N/A ; 1.00;SI;;
5362 ;  1 ;  1 ; N/A ; 0.75;SI;;
5363 ;  6 ;  6 ; N/A ; 1.00;SI;;
5364 ; 34 ; 34 ; N/A ; 0.98;SI;;
5365 ; 29 ; 29 ; N/A ; 1.00;SI;;
5366 ; 27 ; 27 ; N/A ; 0.99;SI;;
5367 ;  4 ;  4 ; N/A ; 0.96;SI;;
5368 ;  1 ; 21 ; N/A ; 0.54;NO;;
5369 ; 18 ; 18 ; N/A ; 0.80;SI;;
5370 ; 11 ; 11 ; N/A ; 0.90;SI;;
5371 ; 30 ; 30 ; N/A ; 1.00;SI;;
5372 ; 35 ; 35 ; N/A ; 0.94;SI;;
5373 ; 17 ;  4 ; N/A ; 0.47;NO;;
5374 ; 30 ; 30 ; N/A ; 1.00;SI;;
5375 ; 13 ; 13 ; N/A ; 1.00;SI;;
5376 ;  7 ;  7 ; N/A ; 0.99;SI;;
5377 ; 26 ; 26 ; N/A ; 1.00;SI;;
5378 ; 10 ; 10 ; N/A ; 1.00;SI;;
5379 ; 15 ; 15 ; N/A ; 1.00;SI;;
5380 ;  8 ;  8 ; N/A ; 1.00;SI;;
5381 ; 16 ;  6 ; N/A ; 0.92;NO;;
5382 ;  5 ;  5 ; N/A ; 0.79;SI;;
5383 ; 21 ;  1 ; N/A ; 0.68;NO;;
5384 ; 14 ; 14 ; N/A ; 0.98;SI;;
5385 ;  9 ;  9 ; N/A ; 0.84;SI;;
5386 ; 29 ; 29 ; N/A ; 0.96;SI;;
5387 ; 23 ; 23 ; N/A ; 0.99;SI;;
5388 ; 14 ; 14 ; N/A ; 1.00;SI;;
5389 ; 24 ; 24 ; N/A ; 0.57;SI;;
5390 ; 24 ; 24 ; N/A ; 0.75;SI;;
5391 ; 33 ; 33 ; N/A ; 1.00;SI;;
5392 ; 33 ; 33 ; N/A ; 1.00;SI;;
5393 ; 28 ; 28 ; N/A ; 0.98;SI;;
5394 ; 13 ; 13 ; N/A ; 1.00;SI;;
5395 ; 24 ;  0 ; N/A ; 0.53;NO;;
5396 ; 19 ; 19 ; N/A ; 0.85;SI;;
5397 ;  5 ;  5 ; N/A ; 0.65;SI;;
5398 ;  2 ;  2 ; N/A ; 1.00;SI;;
5399 ; 32 ; 32 ; N/A ; 1.00;SI;;
5400 ;  1 ;  1 ; N/A ; 0.80;SI;;
5401 ;  7 ;  7 ; N/A ; 1.00;SI;;
5402 ; 28 ; 28 ; N/A ; 0.63;SI;;
5403 ; 26 ; 26 ; N/A ; 0.99;SI;;
5404 ; 26 ; 26 ; N/A ; 0.99;SI;;
5405 ; 23 ; 23 ; N/A ; 1.00;SI;;
5406 ; 29 ; 29 ; N/A ; 1.00;SI;;
5407 ; 23 ; 32 ; N/A ; 0.51;NO;;
5408 ;  4 ;  4 ; N/A ; 1.00;SI;;
5409 ; 19 ; 19 ; N/A ; 0.99;SI;;
5410 ; 17 ; 17 ; N/A ; 0.99;SI;;
5411 ; 30 ; 30 ; N/A ; 0.96;SI;;
5412 ; 15 ; 15 ; N/A ; 0.97;SI;;
5413 ; 26 ; 26 ; N/A ; 0.99;SI;;
5414 ; 30 ; 30 ; N/A ; 0.70;SI;;
5415 ;  6 ;  6 ; N/A ; 0.99;SI;;
5416 ;  2 ;  2 ; N/A ; 1.00;SI;;
5417 ;  1 ;  1 ; N/A ; 0.48;SI;;
5418 ;  3 ;  3 ; N/A ; 1.00;SI;;
5419 ; 34 ; 34 ; N/A ; 0.92;SI;;
5420 ;  7 ;  7 ; N/A ; 0.98;SI;;
5421 ; 25 ; 25 ; N/A ; 0.97;SI;;
5422 ; 24 ; 24 ; N/A ; 0.61;SI;;
5423 ; 18 ; 18 ; N/A ; 0.66;SI;;
5424 ; 28 ; 28 ; N/A ; 0.95;SI;;
5425 ;  8 ;  8 ; N/A ; 0.99;SI;;
5426 ; 19 ; 19 ; N/A ; 0.99;SI;;
5427 ; 10 ; 10 ; N/A ; 1.00;SI;;
5428 ; 18 ; 18 ; N/A ; 0.93;SI;;
5429 ; 12 ; 12 ; N/A ; 1.00;SI;;
5430 ; 30 ; 30 ; N/A ; 0.99;SI;;
5431 ;  7 ;  7 ; N/A ; 1.00;SI;;
5432 ;  9 ;  9 ; N/A ; 1.00;SI;;
5433 ;  8 ;  8 ; N/A ; 1.00;SI;;
5434 ;  7 ;  7 ; N/A ; 0.99;SI;;
5435 ; 21 ;  1 ; N/A ; 0.60;NO;;
5436 ; 32 ; 32 ; N/A ; 1.00;SI;;
5437 ; 14 ; 14 ; N/A ; 1.00;SI;;
5438 ; 30 ; 30 ; N/A ; 1.00;SI;;
5439 ; 22 ; 22 ; N/A ; 1.00;SI;;
5440 ; 30 ; 30 ; N/A ; 1.00;SI;;
5441 ; 25 ; 25 ; N/A ; 0.94;SI;;
5442 ;  1 ;  1 ; N/A ; 0.48;SI;;
5443 ; 34 ;  4 ; N/A ; 0.94;NO;;
5444 ;  8 ;  8 ; N/A ; 0.34;SI;;
5445 ;  1 ;  1 ; N/A ; 0.88;SI;;
5446 ; 16 ; 16 ; N/A ; 1.00;SI;;
5447 ; 11 ; 11 ; N/A ; 1.00;SI;;
5448 ; 13 ; 30 ; N/A ; 0.71;NO;;
5449 ;  9 ;  9 ; N/A ; 1.00;SI;;
5450 ;  3 ;  3 ; N/A ; 0.99;SI;;
5451 ; 12 ; 12 ; N/A ; 1.00;SI;;
5452 ; 21 ; 18 ; N/A ; 0.86;NO;;
5453 ; 21 ;  1 ; N/A ; 0.58;NO;;
5454 ; 28 ; 28 ; N/A ; 1.00;SI;;
5455 ; 24 ; 24 ; N/A ; 0.63;SI;;
5456 ; 21 ; 21 ; N/A ; 0.96;SI;;
5457 ;  4 ;  4 ; N/A ; 1.00;SI;;
5458 ;  0 ; 13 ; N/A ; 0.89;NO;;
5459 ; 17 ; 17 ; N/A ; 1.00;SI;;
5460 ;  1 ; 18 ; N/A ; 0.63;NO;;
5461 ; 20 ; 20 ; N/A ; 0.94;SI;;
5462 ; 28 ; 28 ; N/A ; 0.98;SI;;
5463 ; 34 ; 34 ; N/A ; 1.00;SI;;
5464 ;  7 ;  7 ; N/A ; 1.00;SI;;
5465 ; 23 ; 23 ; N/A ; 0.99;SI;;
5466 ;  4 ;  4 ; N/A ; 0.99;SI;;
5467 ; 18 ;  1 ; N/A ; 0.53;NO;;
5468 ;  5 ; 28 ; N/A ; 0.83;NO;;
5469 ; 13 ; 13 ; N/A ; 0.52;SI;;
5470 ; 24 ; 24 ; N/A ; 0.67;SI;;
5471 ; 13 ; 13 ; N/A ; 1.00;SI;;
5472 ; 17 ; 17 ; N/A ; 0.77;SI;;
5473 ;  9 ;  9 ; N/A ; 0.99;SI;;
5474 ; 27 ; 27 ; N/A ; 1.00;SI;;
5475 ; 26 ; 26 ; N/A ; 0.97;SI;;
5476 ; 17 ; 17 ; N/A ; 1.00;SI;;
5477 ; 27 ; 27 ; N/A ; 0.86;SI;;
5478 ; 19 ; 19 ; N/A ; 0.97;SI;;
5479 ;  0 ;  0 ; N/A ; 0.60;SI;;
5480 ; 29 ; 29 ; N/A ; 1.00;SI;;
5481 ; 33 ; 33 ; N/A ; 1.00;SI;;
5482 ; 23 ; 23 ; N/A ; 1.00;SI;;
5483 ; 19 ; 19 ; N/A ; 1.00;SI;;
5484 ;  8 ;  8 ; N/A ; 1.00;SI;;
5485 ; 10 ; 10 ; N/A ; 0.82;SI;;
5486 ; 21 ;  1 ; N/A ; 0.50;NO;;
5487 ; 22 ; 22 ; N/A ; 1.00;SI;;
5488 ; 11 ;  8 ; N/A ; 0.53;NO;;
5489 ; 15 ; 15 ; N/A ; 0.52;SI;;
5490 ; 32 ; 32 ; N/A ; 1.00;SI;;
5491 ;  6 ; 16 ; N/A ; 0.94;NO;;
5492 ; 17 ; 17 ; N/A ; 0.77;SI;;
5493 ; 26 ; 26 ; N/A ; 0.98;SI;;
5494 ; 10 ; 10 ; N/A ; 1.00;SI;;
5495 ; 25 ; 25 ; N/A ; 1.00;SI;;
5496 ; 27 ; 11 ; N/A ; 0.79;NO;;
5497 ;  6 ;  6 ; N/A ; 1.00;SI;;
5498 ; 23 ; 23 ; N/A ; 1.00;SI;;
5499 ; 14 ; 14 ; N/A ; 1.00;SI;;
5500 ;  5 ;  5 ; N/A ; 1.00;SI;;
5501 ;  0 ;  0 ; N/A ; 0.56;SI;;
5502 ;  0 ;  0 ; N/A ; 0.76;SI;;
5503 ; 27 ; 27 ; N/A ; 1.00;SI;;
5504 ; 33 ; 33 ; N/A ; 1.00;SI;;
5505 ; 32 ; 32 ; N/A ; 1.00;SI;;
5506 ; 34 ;  4 ; N/A ; 0.96;NO;;
5507 ;  5 ;  5 ; N/A ; 0.99;SI;;
5508 ; 10 ; 10 ; N/A ; 0.99;SI;;
5509 ; 23 ; 23 ; N/A ; 0.98;SI;;
5510 ;  9 ;  9 ; N/A ; 0.83;SI;;
5511 ;  7 ;  7 ; N/A ; 1.00;SI;;
5512 ; 17 ; 17 ; N/A ; 0.97;SI;;
5513 ;  2 ;  2 ; N/A ; 0.98;SI;;
5514 ;  0 ;  0 ; N/A ; 0.74;SI;;
5515 ; 16 ; 16 ; N/A ; 1.00;SI;;
5516 ; 30 ; 30 ; N/A ; 1.00;SI;;
5517 ;  4 ; 34 ; N/A ; 0.81;NO;;
5518 ;  0 ; 13 ; N/A ; 0.50;NO;;
5519 ; 19 ; 19 ; N/A ; 0.68;SI;;
5520 ; 13 ; 11 ; N/A ; 0.55;NO;;
5521 ; 23 ; 23 ; N/A ; 1.00;SI;;
5522 ;  7 ;  7 ; N/A ; 0.99;SI;;
5523 ; 30 ; 30 ; N/A ; 0.99;SI;;
5524 ;  0 ; 24 ; N/A ; 0.68;NO;;
5525 ; 13 ; 10 ; N/A ; 0.72;NO;;
5526 ; 31 ; 31 ; N/A ; 0.99;SI;;
5527 ; 33 ; 33 ; N/A ; 0.96;SI;;
5528 ;  1 ;  1 ; N/A ; 0.69;SI;;
5529 ;  8 ;  8 ; N/A ; 1.00;SI;;
5530 ;  6 ;  6 ; N/A ; 0.81;SI;;
5531 ;  3 ;  3 ; N/A ; 1.00;SI;;
5532 ;  3 ;  3 ; N/A ; 0.98;SI;;
5533 ;  9 ;  9 ; N/A ; 0.95;SI;;
5534 ; 25 ; 25 ; N/A ; 1.00;SI;;
5535 ; 25 ; 25 ; N/A ; 1.00;SI;;
5536 ; 21 ; 21 ; N/A ; 1.00;SI;;
5537 ;  8 ; 25 ; N/A ; 1.00;NO;;
5538 ; 25 ; 25 ; N/A ; 0.98;SI;;
5539 ; 15 ; 15 ; N/A ; 0.89;SI;;
5540 ;  5 ;  5 ; N/A ; 0.54;SI;;
5541 ; 23 ; 23 ; N/A ; 0.98;SI;;
5542 ; 25 ; 25 ; N/A ; 0.99;SI;;
5543 ; 26 ; 26 ; N/A ; 1.00;SI;;
5544 ; 21 ;  1 ; N/A ; 0.63;NO;;
5545 ; 25 ; 25 ; N/A ; 0.99;SI;;
5546 ; 26 ; 10 ; N/A ; 0.41;NO;;
5547 ; 21 ; 18 ; N/A ; 0.42;NO;;
5548 ; 26 ; 26 ; N/A ; 0.99;SI;;
5549 ; 33 ; 33 ; N/A ; 1.00;SI;;
5550 ; 12 ; 12 ; N/A ; 0.93;SI;;
5551 ; 29 ; 29 ; N/A ; 0.99;SI;;
5552 ;  7 ;  7 ; N/A ; 1.00;SI;;
5553 ; 26 ; 26 ; N/A ; 1.00;SI;;
5554 ; 19 ; 19 ; N/A ; 0.99;SI;;
5555 ; 16 ; 16 ; N/A ; 1.00;SI;;
5556 ; 32 ; 32 ; N/A ; 0.90;SI;;
5557 ; 15 ; 15 ; N/A ; 1.00;SI;;
5558 ;  6 ;  6 ; N/A ; 1.00;SI;;
5559 ; 27 ; 27 ; N/A ; 0.90;SI;;
5560 ; 27 ; 27 ; N/A ; 0.91;SI;;
5561 ;  0 ;  0 ; N/A ; 0.69;SI;;
5562 ; 19 ;  5 ; N/A ; 0.89;NO;;
5563 ;  5 ;  5 ; N/A ; 0.99;SI;;
5564 ; 14 ; 14 ; N/A ; 1.00;SI;;
5565 ; 22 ; 22 ; N/A ; 1.00;SI;;
5566 ;  8 ;  8 ; N/A ; 1.00;SI;;
5567 ;  9 ;  9 ; N/A ; 1.00;SI;;
5568 ;  3 ;  3 ; N/A ; 0.99;SI;;
5569 ;  0 ; 24 ; N/A ; 0.61;NO;;
5570 ; 33 ; 33 ; N/A ; 1.00;SI;;
5571 ; 32 ; 32 ; N/A ; 1.00;SI;;
5572 ; 23 ; 23 ; N/A ; 0.95;SI;;
5573 ; 21 ; 21 ; N/A ; 0.89;SI;;
5574 ;  3 ;  3 ; N/A ; 1.00;SI;;
5575 ; 23 ; 23 ; N/A ; 0.98;SI;;
5576 ; 30 ; 30 ; N/A ; 0.99;SI;;
5577 ;  9 ;  9 ; N/A ; 0.87;SI;;
5578 ;  6 ;  6 ; N/A ; 1.00;SI;;
5579 ; 24 ; 24 ; N/A ; 0.92;SI;;
5580 ; 33 ; 33 ; N/A ; 1.00;SI;;
5581 ; 16 ; 16 ; N/A ; 0.98;SI;;
5582 ; 12 ; 12 ; N/A ; 1.00;SI;;
5583 ;  1 ;  1 ; N/A ; 0.62;SI;;
5584 ; 31 ; 34 ; N/A ; 0.55;NO;;
5585 ; 21 ; 21 ; N/A ; 0.40;SI;;
5586 ; 35 ; 35 ; N/A ; 0.98;SI;;
5587 ; 28 ; 28 ; N/A ; 0.99;SI;;
5588 ; 11 ; 11 ; N/A ; 1.00;SI;;
5589 ; 28 ; 28 ; N/A ; 0.89;SI;;
5590 ; 20 ; 20 ; N/A ; 0.98;SI;;
5591 ;  5 ;  5 ; N/A ; 0.95;SI;;
5592 ;  8 ;  8 ; N/A ; 1.00;SI;;
5593 ; 23 ; 23 ; N/A ; 1.00;SI;;
5594 ;  2 ;  2 ; N/A ; 0.85;SI;;
5595 ; 10 ;  4 ; N/A ; 0.76;NO;;
5596 ;  9 ;  4 ; N/A ; 0.43;NO;;
5597 ; 20 ; 20 ; N/A ; 0.98;SI;;
5598 ; 14 ; 14 ; N/A ; 1.00;SI;;
5599 ; 35 ; 35 ; N/A ; 0.93;SI;;
5600 ; 11 ; 11 ; N/A ; 0.98;SI;;
5601 ; 28 ; 28 ; N/A ; 0.93;SI;;
5602 ; 20 ; 20 ; N/A ; 0.90;SI;;
5603 ; 18 ; 18 ; N/A ; 0.92;SI;;
5604 ;  0 ;  0 ; N/A ; 0.42;SI;;
5605 ; 33 ; 33 ; N/A ; 1.00;SI;;
5606 ;  4 ;  4 ; N/A ; 0.82;SI;;
5607 ; 34 ; 34 ; N/A ; 0.94;SI;;
5608 ; 25 ; 25 ; N/A ; 1.00;SI;;
5609 ; 32 ; 32 ; N/A ; 1.00;SI;;
5610 ; 33 ; 33 ; N/A ; 0.98;SI;;
5611 ; 16 ; 16 ; N/A ; 0.81;SI;;
5612 ; 20 ; 20 ; N/A ; 0.54;SI;;
5613 ; 32 ; 32 ; N/A ; 1.00;SI;;
5614 ; 23 ; 23 ; N/A ; 0.97;SI;;
5615 ; 14 ; 14 ; N/A ; 1.00;SI;;
5616 ; 14 ; 14 ; N/A ; 1.00;SI;;
5617 ;  4 ;  4 ; N/A ; 0.79;SI;;
5618 ; 26 ; 26 ; N/A ; 0.94;SI;;
5619 ;  7 ;  7 ; N/A ; 1.00;SI;;
5620 ; 21 ;  1 ; N/A ; 0.62;NO;;
5621 ;  8 ;  8 ; N/A ; 1.00;SI;;
5622 ; 22 ; 22 ; N/A ; 0.64;SI;;
5623 ; 26 ; 26 ; N/A ; 1.00;SI;;
5624 ; 30 ; 30 ; N/A ; 1.00;SI;;
5625 ; 32 ; 32 ; N/A ; 1.00;SI;;
5626 ; 23 ; 23 ; N/A ; 0.93;SI;;
5627 ; 33 ; 33 ; N/A ; 1.00;SI;;
5628 ; 13 ; 13 ; N/A ; 1.00;SI;;
5629 ; 21 ;  1 ; N/A ; 0.60;NO;;
5630 ; 33 ; 33 ; N/A ; 1.00;SI;;
5631 ; 32 ; 32 ; N/A ; 1.00;SI;;
5632 ; 16 ; 16 ; N/A ; 0.72;SI;;
5633 ; 29 ; 29 ; N/A ; 0.80;SI;;
5634 ; 12 ; 12 ; N/A ; 0.78;SI;;
5635 ;  9 ;  9 ; N/A ; 0.94;SI;;
5636 ; 17 ;  4 ; N/A ; 0.78;NO;;
5637 ; 24 ;  0 ; N/A ; 0.60;NO;;
5638 ; 26 ; 26 ; N/A ; 0.80;SI;;
5639 ; 30 ; 30 ; N/A ; 1.00;SI;;
5640 ;  9 ;  9 ; N/A ; 1.00;SI;;
5641 ; 33 ; 33 ; N/A ; 1.00;SI;;
5642 ; 17 ; 10 ; N/A ; 0.78;NO;;
5643 ; 27 ; 27 ; N/A ; 1.00;SI;;
5644 ; 27 ; 10 ; N/A ; 0.36;NO;;
5645 ; 21 ; 21 ; N/A ; 0.46;SI;;
5646 ; 26 ; 26 ; N/A ; 0.97;SI;;
5647 ; 25 ; 25 ; N/A ; 0.99;SI;;
5648 ;  9 ;  9 ; N/A ; 1.00;SI;;
5649 ; 18 ; 18 ; N/A ; 0.87;SI;;
5650 ; 29 ; 29 ; N/A ; 1.00;SI;;
5651 ; 24 ; 24 ; N/A ; 0.47;SI;;
5652 ;  1 ;  1 ; N/A ; 0.85;SI;;
5653 ;  2 ;  2 ; N/A ; 0.94;SI;;
5654 ; 11 ; 11 ; N/A ; 0.73;SI;;
5655 ;  2 ;  2 ; N/A ; 0.97;SI;;
5656 ; 31 ; 31 ; N/A ; 0.88;SI;;
5657 ; 23 ; 23 ; N/A ; 0.94;SI;;
5658 ;  4 ;  4 ; N/A ; 1.00;SI;;
5659 ; 34 ; 34 ; N/A ; 0.58;SI;;
5660 ; 11 ; 11 ; N/A ; 1.00;SI;;
5661 ; 14 ; 14 ; N/A ; 1.00;SI;;
5662 ;  6 ;  6 ; N/A ; 1.00;SI;;
5663 ; 20 ; 20 ; N/A ; 1.00;SI;;
5664 ; 21 ;  1 ; N/A ; 0.50;NO;;
5665 ; 19 ; 19 ; N/A ; 1.00;SI;;
5666 ; 19 ; 19 ; N/A ; 0.98;SI;;
5667 ; 18 ;  1 ; N/A ; 0.69;NO;;
5668 ;  6 ;  6 ; N/A ; 1.00;SI;;
5669 ; 16 ; 17 ; N/A ; 0.39;NO;;
5670 ;  2 ;  2 ; N/A ; 0.68;SI;;
5671 ;  5 ; 15 ; N/A ; 0.91;NO;;
5672 ;  5 ;  5 ; N/A ; 0.99;SI;;
5673 ; 23 ; 23 ; N/A ; 0.98;SI;;
5674 ;  7 ;  7 ; N/A ; 1.00;SI;;
5675 ;  3 ;  3 ; N/A ; 1.00;SI;;
5676 ; 18 ; 18 ; N/A ; 0.89;SI;;
5677 ; 33 ; 33 ; N/A ; 1.00;SI;;
5678 ; 20 ; 20 ; N/A ; 1.00;SI;;
5679 ; 14 ; 14 ; N/A ; 1.00;SI;;
5680 ;  7 ;  7 ; N/A ; 1.00;SI;;
5681 ; 26 ; 26 ; N/A ; 1.00;SI;;
5682 ;  5 ;  5 ; N/A ; 0.99;SI;;
5683 ; 19 ; 19 ; N/A ; 1.00;SI;;
5684 ; 35 ;  4 ; N/A ; 0.54;NO;;
5685 ;  9 ;  9 ; N/A ; 0.54;SI;;
5686 ; 14 ; 14 ; N/A ; 1.00;SI;;
5687 ; 11 ; 11 ; N/A ; 0.44;SI;;
5688 ; 13 ; 13 ; N/A ; 1.00;SI;;
5689 ; 13 ; 13 ; N/A ; 1.00;SI;;
5690 ; 23 ; 23 ; N/A ; 0.72;SI;;
5691 ; 30 ;  4 ; N/A ; 0.95;NO;;
5692 ; 28 ; 28 ; N/A ; 0.93;SI;;
5693 ; 17 ; 17 ; N/A ; 1.00;SI;;
5694 ; 11 ; 11 ; N/A ; 1.00;SI;;
5695 ; 16 ; 16 ; N/A ; 1.00;SI;;
5696 ; 12 ; 12 ; N/A ; 1.00;SI;;
5697 ; 17 ; 17 ; N/A ; 0.94;SI;;
5698 ; 32 ; 32 ; N/A ; 0.88;SI;;
5699 ;  5 ; 28 ; N/A ; 0.50;NO;;
5700 ;  6 ;  6 ; N/A ; 1.00;SI;;
5701 ; 35 ; 35 ; N/A ; 0.96;SI;;
5702 ; 17 ; 17 ; N/A ; 0.97;SI;;
5703 ;  5 ;  5 ; N/A ; 1.00;SI;;
5704 ; 32 ; 32 ; N/A ; 0.66;SI;;
5705 ; 13 ; 13 ; N/A ; 0.90;SI;;
5706 ; 32 ; 32 ; N/A ; 1.00;SI;;
5707 ; 26 ; 26 ; N/A ; 0.89;SI;;
5708 ; 16 ; 16 ; N/A ; 0.80;SI;;
5709 ; 30 ; 30 ; N/A ; 0.98;SI;;
5710 ; 22 ; 22 ; N/A ; 1.00;SI;;
5711 ;  8 ;  8 ; N/A ; 1.00;SI;;
5712 ;  4 ;  4 ; N/A ; 1.00;SI;;
5713 ; 34 ; 31 ; N/A ; 0.77;NO;;
5714 ; 35 ; 35 ; N/A ; 1.00;SI;;
5715 ; 33 ; 33 ; N/A ; 1.00;SI;;
5716 ; 35 ; 35 ; N/A ; 0.77;SI;;
5717 ; 30 ;  4 ; N/A ; 0.81;NO;;
5718 ; 21 ;  1 ; N/A ; 0.72;NO;;
5719 ; 25 ; 25 ; N/A ; 1.00;SI;;
5720 ;  1 ;  1 ; N/A ; 0.52;SI;;
5721 ;  8 ;  8 ; N/A ; 0.87;SI;;
5722 ;  9 ;  9 ; N/A ; 1.00;SI;;
5723 ; 21 ;  1 ; N/A ; 0.47;NO;;
5724 ; 24 ; 24 ; N/A ; 0.64;SI;;
5725 ; 22 ; 22 ; N/A ; 1.00;SI;;
5726 ; 34 ; 34 ; N/A ; 0.83;SI;;
5727 ; 13 ; 13 ; N/A ; 0.98;SI;;
5728 ; 14 ; 14 ; N/A ; 1.00;SI;;
5729 ;  9 ;  9 ; N/A ; 1.00;SI;;
5730 ; 26 ; 26 ; N/A ; 0.83;SI;;
5731 ; 20 ; 27 ; N/A ; 0.35;NO;;
5732 ; 11 ; 11 ; N/A ; 0.67;SI;;
5733 ; 19 ; 19 ; N/A ; 0.99;SI;;
5734 ; 34 ; 34 ; N/A ; 0.73;SI;;
5735 ; 22 ; 22 ; N/A ; 1.00;SI;;
5736 ; 17 ; 17 ; N/A ; 1.00;SI;;
5737 ; 12 ; 12 ; N/A ; 1.00;SI;;
5738 ; 11 ;  8 ; N/A ; 0.86;NO;;
5739 ; 16 ; 16 ; N/A ; 0.69;SI;;
5740 ; 13 ; 13 ; N/A ; 1.00;SI;;
5741 ; 30 ; 30 ; N/A ; 0.79;SI;;
5742 ;  3 ;  3 ; N/A ; 0.92;SI;;
5743 ; 14 ; 14 ; N/A ; 1.00;SI;;
5744 ; 19 ; 19 ; N/A ; 0.88;SI;;
5745 ; 23 ; 32 ; N/A ; 0.83;NO;;
5746 ; 31 ; 31 ; N/A ; 0.99;SI;;
5747 ; 28 ; 28 ; N/A ; 0.97;SI;;
5748 ; 32 ; 30 ; N/A ; 0.97;NO;;
5749 ;  0 ;  0 ; N/A ; 0.52;SI;;
5750 ; 21 ; 21 ; N/A ; 0.90;SI;;
5751 ; 20 ; 20 ; N/A ; 1.00;SI;;
5752 ; 14 ; 14 ; N/A ; 1.00;SI;;
5753 ; 13 ; 13 ; N/A ; 0.95;SI;;
5754 ; 19 ; 19 ; N/A ; 0.98;SI;;
5755 ; 33 ; 33 ; N/A ; 1.00;SI;;
5756 ; 20 ; 21 ; N/A ; 0.40;NO;;
5757 ; 26 ; 26 ; N/A ; 1.00;SI;;
5758 ; 32 ; 32 ; N/A ; 0.97;SI;;
5759 ; 16 ; 16 ; N/A ; 1.00;SI;;
5760 ;  7 ;  7 ; N/A ; 0.99;SI;;
5761 ; 15 ; 15 ; N/A ; 0.88;SI;;
5762 ; 14 ; 14 ; N/A ; 1.00;SI;;
5763 ; 19 ; 19 ; N/A ; 0.99;SI;;
5764 ;  3 ; 35 ; N/A ; 0.54;NO;;
5765 ;  6 ;  6 ; N/A ; 1.00;SI;;
5766 ; 20 ; 17 ; N/A ; 0.71;NO;;
5767 ; 28 ; 28 ; N/A ; 0.99;SI;;
5768 ; 34 ;  4 ; N/A ; 0.86;NO;;
5769 ; 14 ; 14 ; N/A ; 1.00;SI;;
5770 ; 21 ;  1 ; N/A ; 0.73;NO;;
5771 ; 33 ; 33 ; N/A ; 1.00;SI;;
5772 ; 14 ; 14 ; N/A ; 0.99;SI;;
5773 ; 23 ; 23 ; N/A ; 0.99;SI;;
5774 ; 18 ; 18 ; N/A ; 0.93;SI;;
5775 ; 12 ; 12 ; N/A ; 0.93;SI;;
5776 ; 11 ;  8 ; N/A ; 0.44;NO;;
5777 ;  4 ;  4 ; N/A ; 0.99;SI;;
5778 ; 31 ; 31 ; N/A ; 0.99;SI;;
5779 ; 28 ; 28 ; N/A ; 0.95;SI;;
5780 ;  9 ;  9 ; N/A ; 1.00;SI;;
5781 ;  5 ; 28 ; N/A ; 0.72;NO;;
5782 ; 32 ; 32 ; N/A ; 1.00;SI;;
5783 ;  4 ;  4 ; N/A ; 1.00;SI;;
5784 ; 19 ; 19 ; N/A ; 0.98;SI;;
5785 ;  3 ;  3 ; N/A ; 1.00;SI;;
5786 ;  4 ;  4 ; N/A ; 0.95;SI;;
5787 ;  3 ;  3 ; N/A ; 0.97;SI;;
5788 ;  5 ; 28 ; N/A ; 0.97;NO;;
5789 ; 17 ; 17 ; N/A ; 0.99;SI;;
5790 ; 23 ; 27 ; N/A ; 0.41;NO;;
5791 ;  5 ; 28 ; N/A ; 0.69;NO;;
5792 ;  9 ;  9 ; N/A ; 0.96;SI;;
